Александр;234;4,54%
Василий;164;3,18%
Григорий;75;1,45%
Иван;571;11,07%
Игнатий;124;2,40%
Климент;28;0,54%
Юстин;41;0,79%
Адам;65;1,26%
Адриан;6;0,12%
Виктор;51;0,99%
Гаврила;22;0,43%
Емельян;8;0,16%
Михаил;237;4,59%
Николай;256;4,96%
Сильвестр;14;0,27%
Хлодвиг;22;0,43%
Фёдор;92;1,78%
Антон;240;4,65%
Осип;333;6,46%
Адольф;14;0,27%
Оттоне;1;0,02%
Альфонс;2;0,04%
Семён;76;1,47%
Дмитрий;18;0,35%
Константин;176;3,41%
Африкан;1;0,02%
Владимир;110;2,13%
Дормидонт;1;0,02%
Януарий;5;0,10%
Яков;78;1,51%
Фома;50;0,97%
Иоаким;17;0,33%
Леопольд;3;0,06%
Юлиан;78;1,51%
Петр;115;2,23%
Лев;72;1,40%
Викентий;71;1,38%
Лаврентий;14;0,27%
Арефа;1;0,02%
Генрих;5;0,10%
Карл;22;0,43%
Фавст;15;0,29%
Никодим;12;0,23%
Станислав;31;0,60%
Елисей;2;0,04%
Парфений;6;0,12%
Павел;121;2,35%
Созонт;2;0,04%
Флор;18;0,35%
Аркадий;1;0,02%
Георгий;57;1,11%
Палладий;3;0,06%
Ромуальд;7;0,14%
Афанасий;24;0,47%
Владислав;18;0,35%
Платон;53;1,03%
Алексей;37;0,72%
Иероним;17;0,33%
Ксенофонт;6;0,12%
Роман;19;0,37%
Эдуард;16;0,31%
Ипполит;27;0,52%
Феофил;31;0,60%
Аполлинарий;4;0,08%
Митрофан;8;0,16%
Феликс;34;0,66%
Онуфрий;16;0,31%
Виталий;8;0,16%
Денис;4;0,08%
Степан;126;2,44%
Франциск;42;0,81%
Вильгельм;2;0,04%
Леонард;5;0,10%
Богдан;3;0,06%
Ярослав;7;0,14%
Арсений;6;0,12%
Вацлав;8;0,16%
Евстафий;19;0,37%
Зинон;9;0,17%
Иларион;14;0,27%
Келестин;3;0,06%
Куприян;15;0,29%
Лука;33;0,64%
Никанор;19;0,37%
Матвей;23;0,45%
Евгений;22;0,43%
Данила;22;0,43%
Иосафат;20;0,39%
Симплиций;1;0,02%
Софроний;5;0,10%
Ансельм;2;0,04%
Фелициан;9;0,17%
Модест;1;0,02%
Тит;13;0,25%
Августинъ;10;0,19%
Макар;2;0,04%
Фердинанд;7;0,14%
Федосий;10;0,19%
Альбин;2;0,04%
Леонтий;12;0,23%
Исидор;6;0,12%
Ильдефонс;4;0,08%
Андрей;85;1,65%
Наркис;4;0,08%
Бронислав;2;0,04%
Либертъ;1;0,02%
Илья;16;0,31%
Фаустин;2;0,04%
Валерьян;15;0,29%
Казимир;31;0,60%
Лонгин;6;0,12%
Мамертъ;1;0,02%
Фадей;24;0,47%
Сергей;20;0,39%
Август;4;0,08%
Марк;2;0,04%
Хрисанф;4;0,08%
Измаил;2;0,04%
Лавр;2;0,04%
Нил;1;0,02%
Зиновий;4;0,08%
Плакид;4;0,08%
Марин;1;0,02%
Кесарий;2;0,04%
Леонид;9;0,17%
Севериан;2;0,04%
Герасим;1;0,02%
Эразм;2;0,04%
Мартин;22;0,43%
Иерон;1;0,02%
Евдоким;2;0,04%
Виссарион;1;0,02%
Гервасий;4;0,08%
Корнилий;4;0,08%
Каликст;1;0,02%
Ксаверий;3;0,06%
Витольд;1;0,02%
Филипп;17;0,33%
Адальберт;6;0,12%
Всеволод;3;0,06%
Никандр;2;0,04%
Захар;7;0,14%
Артемий;3;0,06%
Гаспар;2;0,04%
Наполеон;1;0,02%
Ричард;1;0,02%
Борис;4;0,08%
Давыд;4;0,08%
Анатолий;2;0,04%
Венедикт;16;0,31%
Мариан;2;0,04%
Еварест;1;0,02%
Конкордий;1;0,02%
Валентин;6;0,12%
Иона;1;0,02%
Моисей;2;0,04%
Болеслав;3;0,06%
Донат;1;0,02%
Поликарп;5;0,10%
Дамаскин;1;0,02%
Мелхиседек;1;0,02%
Рафаил;5;0,10%
Савва;3;0,06%
Вальдемар;1;0,02%
Маркиан;1;0,02%
Клавдий;1;0,02%
Максим;5;0,10%
Доместиан;1;0,02%
Елевферий;1;0,02%
Иошер;1;0,02%
Кирилл;10;0,19%
Руф;1;0,02%
Кандид;1;0,02%
Капитон;2;0,04%
Серафим;2;0,04%
Тимон;1;0,02%
Агатинъ;1;0,02%
Валерий;3;0,06%
Севастьян;2;0,04%
Иоиль;1;0,02%
Мирон;1;0,02%
Бальтазар;1;0,02%
Герман;3;0,06%
Никифор;2;0,04%
Гаэтано;2;0,04%
Иммануиль;4;0,08%
Порфирий;2;0,04%
Иакинф;2;0,04%
Филарет;2;0,04%
Савин;1;0,02%
Фортунат;1;0,02%
Збигнев;2;0,04%
Геннадий;1;0,02%
Савелий;1;0,02%
Каллистрат;3;0,06%
Иринарх;1;0,02%
Северин;3;0,06%
Андроник;1;0,02%
Дометий;1;0,02%
Онисим;1;0,02%
Анастасий;2;0,04%
Абдон;1;0,02%
Тихон;1;0,02%
Евсей;2;0,04%
Каллисфен;1;0,02%
Вонифатий;2;0,04%
Савватий;1;0,02%
Максимилиан;5;0,10%
Иларий;1;0,02%
Дементий;3;0,06%
Самсон;3;0,06%
Филимон;1;0,02%
Ерофей;1;0,02%
Никита;3;0,06%
Апполон;1;0,02%
Аристрах;2;0,04%
Иоанникий;2;0,04%
Протасий;1;0,02%
Авксентий;3;0,06%
Пантелеймон;3;0,06%
Ескиллъ;1;0,02%
Ефим;2;0,04%
Любомир;1;0,02%
Доминик;9;0,17%
Евалампий;1;0,02%
Целестинъ;1;0,02%
Иннокентий;1;0,02%
Юлий;2;0,04%
Амос;2;0,04%
Кузьма;3;0,06%
