Дмитрий;37;2,26%
Георгий;42;2,57%
Иван;102;6,24%
Николай;180;11,02%
Александр;152;9,30%
Владимир;148;9,06%
Арсений;9;0,55%
Виталий;10;0,61%
Борис;50;3,06%
Евгений;55;3,37%
Анатолий;20;1,22%
Петр;55;3,37%
Осип;32;1,96%
Константин;65;3,98%
Олег;1;0,06%
Станислав;5;0,31%
Павел;35;2,14%
Алексей;29;1,77%
Михаил;93;5,69%
Сергей;71;4,35%
Вацлав;18;1,10%
Валентин;5;0,31%
Трофим;2;0,12%
Василий;51;3,12%
Леонид;11;0,67%
Вадим;1;0,06%
Евстафий;3;0,18%
Ярослав;1;0,06%
Максим;1;0,06%
Лев;8;0,49%
Семён;6;0,37%
Фавст;1;0,06%
Фёдор;30;1,84%
Антон;28;1,71%
Григорий;17;1,04%
Степан;27;1,65%
Андрей;22;1,35%
Демьян;1;0,06%
Игорь;4;0,24%
Адам;4;0,24%
Геннадий;3;0,18%
Игнатий;11;0,67%
Всеволод;13;0,80%
Яроникъ;1;0,06%
Митрофан;2;0,12%
Владислав;1;0,06%
Виктор;14;0,86%
Яков;9;0,55%
Евграф;2;0,12%
Франциск;2;0,12%
Ростислав;2;0,12%
Фома;3;0,18%
Викентий;3;0,18%
;1;0,06%
Никодим;1;0,06%
Апполон;3;0,18%
Аполлинарий;3;0,18%
Аркадий;8;0,49%
Валерьян;6;0,37%
Илья;6;0,37%
Тарас;2;0,12%
Емельян;1;0,06%
Прокофий;1;0,06%
Богуслав;1;0,06%
Федосий;2;0,12%
Фегонтъ;1;0,06%
Леонтий;6;0,37%
Афанасий;4;0,24%
Витольд;1;0,06%
Никандр;3;0,18%
Юлиан;8;0,49%
Исидор;2;0,12%
Платон;4;0,24%
Ипполит;1;0,06%
Иларион;2;0,12%
Тихон;2;0,12%
Наркис;1;0,06%
Вениамин;2;0,12%
Прохор;2;0,12%
Гаврила;3;0,18%
Иннокентий;1;0,06%
Мефодий;2;0,12%
Болеслав;1;0,06%
Тит;1;0,06%
Матвей;1;0,06%
Хрисанф;1;0,06%
Тимофей;2;0,12%
Эраст;1;0,06%
Сильвестр;1;0,06%
Роман;3;0,18%
Патапий;1;0,06%
Марк;3;0,18%
Евгардъ;1;0,06%
Адольф;1;0,06%
Евфремъ;1;0,06%
Зиновий;2;0,12%
Лука;1;0,06%
Ксенофонт;1;0,06%
Никанор;5;0,31%
Клавдий;1;0,06%
Никифор;1;0,06%
Архип;2;0,12%
Серафим;2;0,12%
Казимир;2;0,12%
Маркел;1;0,06%
Глеб;2;0,12%
Герасим;1;0,06%
Велизар;1;0,06%
Нил;1;0,06%
Макар;1;0,06%
Иосафат;1;0,06%
Данила;1;0,06%
Келестин;1;0,06%
Валерий;1;0,06%
Лонгин;1;0,06%
Олимпий;1;0,06%
Кирилл;1;0,06%
Епифан;1;0,06%
Хлодвиг;1;0,06%
Ермил;1;0,06%
Модест;1;0,06%
Аифал;1;0,06%
Доминик;1;0,06%
Филипп;1;0,06%
