Август;1;0,08%
Авксентий;2;0,15%
Адальберт;2;0,15%
Адам;23;1,78%
Адольф;1;0,08%
Адриан;2;0,15%
Александр;36;2,78%
Алексей;6;0,46%
Амбросий;2;0,15%
Андрей;33;2,55%
Ансельм;1;0,08%
Антон;70;5,41%
Аполлинарий;1;0,08%
Апполоний;1;0,08%
Аристрах;1;0,08%
Афанасий;5;0,39%
Богуслав;1;0,08%
Валентин;1;0,08%
Валерьян;2;0,15%
Варфоломей;4;0,31%
Василий;56;4,32%
Венедикт;6;0,46%
Викентий;25;1,93%
Виктор;11;0,85%
Вильгельм;1;0,08%
Владимир;1;0,08%
Владислав;3;0,23%
Вонифатий;1;0,08%
Всеволод;1;0,08%
Гаврила;9;0,69%
Гедеон;1;0,08%
Георгий;14;1,08%
Григорий;17;1,31%
Давыд;1;0,08%
Данила;6;0,46%
Дементий;2;0,15%
Демьян;1;0,08%
Денис;1;0,08%
Дмитрий;9;0,69%
Доминик;7;0,54%
Дорофей;1;0,08%
Евгений;1;0,08%
Евсей;1;0,08%
Евстафий;2;0,15%
Ефим;1;0,08%
Евфремъ;1;0,08%
Елен;1;0,08%
Емельян;1;0,08%
Самуил;2;0,15%
Захар;1;0,08%
Яков;23;1,78%
Януарий;1;0,08%
Иван;150;11,58%
Игнатий;33;2,55%
Иероним;6;0,46%
Иларион;1;0,08%
Илья;4;0,31%
Иоаким;6;0,46%
Иоасаф;1;0,08%
Иосафат;8;0,62%
Осип;80;6,18%
Ипполит;3;0,23%
Исидор;1;0,08%
Юлиан;8;0,62%
Юстин;18;1,39%
Казимир;10;0,77%
Карл;8;0,62%
Карп;2;0,15%
Куприян;5;0,39%
Кирилл;7;0,54%
Климент;5;0,39%
Клит;1;0,08%
Кузьма;1;0,08%
Кондрат;1;0,08%
Константин;19;1,47%
Ксенофонт;1;0,08%
Лаврентий;3;0,23%
Лев;19;1,47%
Леонтий;4;0,31%
Леонард;1;0,08%
Хлодвиг;7;0,54%
Лука;8;0,62%
Лукиан;1;0,08%
Макар;1;0,08%
Максим;4;0,31%
Максимилиан;3;0,23%
Мартин;11;0,85%
Матвей;11;0,85%
Мелетий;1;0,08%
Мефодий;1;0,08%
Митрофан;1;0,08%
Михаил;55;4,25%
Моисей;1;0,08%
Нестор;2;0,15%
Никанор;1;0,08%
Никита;2;0,15%
Никодим;2;0,15%
Николай;45;3,47%
Олимпий;1;0,08%
Онуфрий;4;0,31%
Павел;26;2,01%
Пантелеймон;1;0,08%
Парфений;1;0,08%
Петр;41;3,17%
Плакид;1;0,08%
Платон;4;0,31%
Поликарп;1;0,08%
Порфирий;1;0,08%
Рафаил;2;0,15%
Роман;6;0,46%
Ромуальд;3;0,23%
Савва;2;0,15%
Самсон;1;0,08%
Севастьян;1;0,08%
Семён;34;2,63%
Серафим;1;0,08%
Сильвестр;7;0,54%
Софроний;1;0,08%
Станислав;14;1,08%
Степан;45;3,47%
Телесфор;1;0,08%
Тимофей;1;0,08%
Тит;2;0,15%
Фабиан;1;0,08%
Фавст;4;0,31%
Фаустин;1;0,08%
Фадей;15;1,16%
Федосий;2;0,15%
Феликс;8;0,62%
Фелициан;2;0,15%
Фёдор;35;2,70%
Феофан;1;0,08%
Феофил;5;0,39%
Фердинанд;1;0,08%
Филипп;6;0,46%
Флор;7;0,54%
Флориан;2;0,15%
Фома;15;1,16%
Франциск;19;1,47%
Эдуард;1;0,08%
Иакинф;1;0,08%
