Александр;198;5,13%
Василий;108;2,80%
Григорий;58;1,50%
Иван;421;10,90%
Игнатий;91;2,36%
Климент;23;0,60%
Юстин;23;0,60%
Адам;42;1,09%
Адриан;4;0,10%
Виктор;40;1,04%
Гаврила;13;0,34%
Емельян;7;0,18%
Михаил;182;4,71%
Николай;211;5,46%
Сильвестр;7;0,18%
Хлодвиг;15;0,39%
Фёдор;57;1,48%
Антон;170;4,40%
Осип;253;6,55%
Адольф;13;0,34%
Оттоне;1;0,03%
Альфонс;2;0,05%
Семён;42;1,09%
Дмитрий;9;0,23%
Константин;157;4,06%
Африкан;1;0,03%
Владимир;109;2,82%
Дормидонт;1;0,03%
Януарий;4;0,10%
Яков;55;1,42%
Фома;35;0,91%
Иоаким;11;0,28%
Леопольд;3;0,08%
Юлиан;70;1,81%
Петр;74;1,92%
Лев;53;1,37%
Викентий;46;1,19%
Лаврентий;11;0,28%
Арефа;1;0,03%
Генрих;5;0,13%
Карл;14;0,36%
Фавст;11;0,28%
Никодим;10;0,26%
Станислав;17;0,44%
Елисей;2;0,05%
Парфений;5;0,13%
Павел;95;2,46%
Созонт;2;0,05%
Флор;11;0,28%
Аркадий;1;0,03%
Георгий;43;1,11%
Палладий;3;0,08%
Ромуальд;4;0,10%
Афанасий;19;0,49%
Владислав;15;0,39%
Платон;49;1,27%
Алексей;31;0,80%
Иероним;11;0,28%
Ксенофонт;5;0,13%
Роман;13;0,34%
Эдуард;15;0,39%
Ипполит;24;0,62%
Феофил;26;0,67%
Аполлинарий;3;0,08%
Митрофан;7;0,18%
Феликс;26;0,67%
Онуфрий;12;0,31%
Виталий;8;0,21%
Денис;3;0,08%
Степан;81;2,10%
Франциск;23;0,60%
Вильгельм;1;0,03%
Леонард;4;0,10%
Богдан;3;0,08%
Ярослав;7;0,18%
Арсений;6;0,16%
Вацлав;8;0,21%
Евстафий;17;0,44%
Зинон;9;0,23%
Иларион;13;0,34%
Келестин;3;0,08%
Куприян;10;0,26%
Лука;25;0,65%
Никанор;18;0,47%
Матвей;12;0,31%
Евгений;21;0,54%
Данила;16;0,41%
Иосафат;12;0,31%
Симплиций;1;0,03%
Софроний;4;0,10%
Ансельм;1;0,03%
Фелициан;7;0,18%
Модест;1;0,03%
Тит;11;0,28%
Августинъ;10;0,26%
Макар;1;0,03%
Фердинанд;6;0,16%
Федосий;8;0,21%
Альбин;2;0,05%
Леонтий;8;0,21%
Исидор;5;0,13%
Ильдефонс;4;0,10%
Андрей;52;1,35%
Наркис;4;0,10%
Бронислав;2;0,05%
Либертъ;1;0,03%
Илья;12;0,31%
Фаустин;1;0,03%
Валерьян;13;0,34%
Казимир;21;0,54%
Лонгин;6;0,16%
Мамертъ;1;0,03%
Фадей;9;0,23%
Сергей;20;0,52%
Август;3;0,08%
Марк;2;0,05%
Хрисанф;4;0,10%
Измаил;2;0,05%
Лавр;2;0,05%
Нил;1;0,03%
Зиновий;4;0,10%
Плакид;3;0,08%
Марин;1;0,03%
Кесарий;2;0,05%
Леонид;9;0,23%
Севериан;2;0,05%
Герасим;1;0,03%
Эразм;2;0,05%
Мартин;11;0,28%
Иерон;1;0,03%
Евдоким;2;0,05%
Виссарион;1;0,03%
Гервасий;4;0,10%
Корнилий;4;0,10%
Каликст;1;0,03%
Ксаверий;3;0,08%
Витольд;1;0,03%
Филипп;11;0,28%
Адальберт;4;0,10%
Всеволод;2;0,05%
Никандр;2;0,05%
Захар;6;0,16%
Артемий;3;0,08%
Гаспар;2;0,05%
Наполеон;1;0,03%
Ричард;1;0,03%
Борис;4;0,10%
Давыд;3;0,08%
Анатолий;2;0,05%
Венедикт;10;0,26%
Мариан;2;0,05%
Еварест;1;0,03%
Конкордий;1;0,03%
Валентин;5;0,13%
Иона;1;0,03%
Моисей;1;0,03%
Болеслав;3;0,08%
