Август;1880
Авксентий;1857
Авксентий;1867
Адальберт;1839
Адам Александер;1857
Адам;1838
Адам;1839
Адам;1840
Адам;1840
Адам;1840
Адам;1843
Адам;1852
Адам;1855
Адам;1855
Адам;1856
Адам;1856
Адам;1857
Адам;1857
Адам;1864
Адам;1864
Адам;1867
Адам;1867
Адам;1867
Адам;1867
Адам;1867
Адам;1867
Адам;1867
Адольф;1859
Адриан;1854
Адриан;1880
Аифал;1902
Александр;1830
Александр;1836
Александр;1838
Александр;1839
Александр;1845
Александр;1846
Александр;1848
Александр;1854
Александр;1854
Александр;1854
Александр;1855
Александр;1857
Александр;1857
Александр;1857
Александр;1857
Александр;1858
Александр;1858
Александр;1859
Александр;1859
Александр;1865
Александр;1865
Александр;1865
Александр;1865
Александр;1865
Александр;1866
Александр;1867
Александр;1867
Александр;1867
Александр;1867
Александр;1867
Александр;1867
Александр;1867
Александр;1867
Александр;1867
Александр;1867
Александр;1880
Александр;1889
Алексей;1839
Алексей;1839
Алексей;1843
Алексей;1855
Алексей;1867
Алексей;1867
Амбросий;1845
Амбросий;1856
Андрей;1838
Андрей;1838
Андрей;1839
Андрей;1839
Андрей;1839
Андрей;1839
Андрей;1840
Андрей;1841
Андрей;1841
Андрей;1843
Андрей;1843
Андрей;1846
Андрей;1848
Андрей;1848
Андрей;1848
Андрей;1848
Андрей;1848
Андрей;1849
Андрей;1852
Андрей;1852
Андрей;1854
Андрей;1854
Андрей;1854
Андрей;1854
Андрей;1856
Андрей;1856
Андрей;1857
Андрей;1857
Андрей;1864
Андрей;1865
Андрей;1865
Андрей;1867
Андрей;1867
Ансельм;1840
Антон;1838
Антон;1838
Антон;1838
Антон;1840
Антон;1843
Антон;1846
Антон;1846
Антон;1846
Антон;1848
Антон;1848
Антон;1852
Антон;1852
Антон;1852
Антон;1856
Антон;1857
Антон;1857
Антон;1857
Антон;1857
Антон;1857
Антон;1865
Антон;1865
Антон;1865
Антон;1867
Антон;1867
Антон;1867
Антон;1867
Антон;1867
Антон;1880
Антон;1882
Антон;1882
Антон;1889
Антон;1836
Антон;1836
Антон;1836
Антон;1836
Антон;1836
Антон;1838
Антон;1838
Антон;1838
Антон;1838
Антон;1839
Антон;1839
Антон;1839
Антон;1840
Антон;1841
Антон;1841
Антон;1842
Антон;1843
Антон;1843
Антон;1843
Антон;1845
Антон;1848
Антон;1854
Антон;1854
Антон;1854
Антон;1855
Антон;1858
Антон;1859
Антон;1864
Антон;1864
Антон;1864
Антон;1865
Антон;1865
Антон;1867
Антон;1867
Антон;1867
Антон;1867
Антон;1867
Антон;1867
Антон;1867
Антон;1868
Аполлинарий;1865
Апполоний;1855
Аристрах;1865
Афанасий;1841
Афанасий;1843
Афанасий;1854
Афанасий;1865
Афанасий;1865
Богуслав;1838
Валентин;1836
Валерьян;1856
Валерьян;1865
Варфоломей;1848
Варфоломей;1854
Варфоломей;1854
Варфоломей;1858
Василий;1836
Василий;1838
Василий;1838
Василий;1838
Василий;1838
Василий;1838
Василий;1839
Василий;1839
Василий;1840
Василий;1840
Василий;1840
Василий;1840
Василий;1841
Василий;1841
Василий;1841
Василий;1841
Василий;1841
Василий;1842
Василий;1843
Василий;1843
Василий;1843
Василий;1845
Василий;1846
Василий;1846
Василий;1848
Василий;1848
Василий;1848
Василий;1852
Василий;1854
Василий;1854
Василий;1854
Василий;1854
Василий;1854
Василий;1854
Василий;1854
Василий;1854
Василий;1854
Василий;1855
Василий;1856
Василий;1856
Василий;1856
Василий;1857
Василий;1857
Василий;1858
Василий;1858
Василий;1865
Василий;1865
Василий;1865
Василий;1865
Василий;1865
Василий;1867
Василий;1867
Василий;1867
Василий;1867
Василий;1867
Василий;1880
Василий;1904
Венедикт;1836
Венедикт;1838
Венедикт;1842
Венедикт;1846
Венедикт;1854
Венедикт;1858
Викентий;1838
Викентий;1838
Викентий;1838
Викентий;1838
Викентий;1838
Викентий;1839
Викентий;1841
Викентий;1843
Викентий;1843
Викентий;1845
Викентий;1846
Викентий;1848
Викентий;1848
Викентий;1848
Викентий;1848
Викентий;1852
Викентий;1854
Викентий;1854
Викентий;1856
Викентий;1857
Викентий;1857
Викентий;1864
Викентий;1865
Викентий;1865
Викентий;1867
Виктор;1839
Виктор;1839
Виктор;1841
Виктор;1841
Виктор;1841
Виктор;1854
Виктор;1859
Виктор;1866
Виктор;1867
Виктор;1867
Виктор;1867
Вильгельм;1838
